Front;Back;Tags
O que é **DNS over HTTPS (DoH)**?;criptografia de consultas DNS para evitar monitoramento por ISPs;conhecimento-geral,tecnologia-e-sociedade
O que é **ProtonMail / Tutanota**?;email criptografado de ponta a ponta;conhecimento-geral,tecnologia-e-sociedade
O que é **Brave Browser**?;bloqueio de rastreadores e anúncios por padrão;conhecimento-geral,tecnologia-e-sociedade
O que é **AdNauseam**?;extensão que clica em todos os anúncios para confundir perfis publicitários;conhecimento-geral,tecnologia-e-sociedade
O que é **TrackMeNot**?;plugin que realiza buscas aleatórias para ocultar padrões reais de pesquisa;conhecimento-geral,tecnologia-e-sociedade
O que é **Data Poisons**?;técnicas adversarial ML que adicionam ruído sutil a dados para degradar modelos de perfilamento;conhecimento-geral,tecnologia-e-sociedade
O que é **Cadaveri di Dati (cadáveres de dados)**?;geradores de dados sintéticos para confundir scraping;conhecimento-geral,tecnologia-e-sociedade
O que é **Face blurring**?;uso de software como Image Scrubber para borrar rostos em fotos publicadas online;conhecimento-geral,tecnologia-e-sociedade
O que é **Proibido**?;sistemas de crédito social, reconhecimento de emoções no trabalho/escola, vigilância biométrica em tempo real em espaços públicos (com exceções);conhecimento-geral,tecnologia-e-sociedade
O que é **Apple Privacy Campaign**?;"""""Privacy. That's iPhone"""" (2019–presente)";conhecimento-geral,tecnologia-e-sociedade
O que é **Mozilla Foundation**?;campanhas por privacidade, Pocket, Firefox containers;conhecimento-geral,tecnologia-e-sociedade
O que é **Electronic Frontier Foundation (EFF)**?;litígio e defesa de direitos digitais;conhecimento-geral,tecnologia-e-sociedade
O que é **Utilitarismo**?;vigilância algorítmica maximiza bem-estar (menos crime, mais eficiência) vs. sofrimento causado por vieses e perda de liberdade;conhecimento-geral,tecnologia-e-sociedade
O que é **Deontologia kantiana**?;tratamento de pessoas como fins, não meios — vigilância instrumentaliza o indivíduo;conhecimento-geral,tecnologia-e-sociedade
O que é **Ética do cuidado**?;a vigilância algorítmica negligencia relações de confiança e vulnerabilidade;conhecimento-geral,tecnologia-e-sociedade
O que é **Teoria crítica (Foucault, Deleuze)**?;do panóptico disciplinar à sociedades de controle — algoritmos como tecnologia de governo;conhecimento-geral,tecnologia-e-sociedade
O que é **Justiça distributiva (Rawls)**?;vigilância algorítmica afeta desproporcionalmente os menos favorecidos;conhecimento-geral,tecnologia-e-sociedade
O que é **Eficiência**?;fazer certo as coisas (relação insumo-produto, minimizar desperdício);conhecimento-geral,vida-pratica
O que é **Objectives**?;metas qualitativas, inspiradoras e ambiciosas;conhecimento-geral,vida-pratica
O que é **Key Results**?;resultados-chave mensuráveis que indicam progresso;conhecimento-geral,vida-pratica
O que é **Oceano Vermelho**?;mercados existentes, competição direta, guerra de preços;conhecimento-geral,vida-pratica
O que é **Oceano Azul**?;novos espaços de mercado, competição irrelevante;conhecimento-geral,vida-pratica
O que é **Por função**?;vendas, produção, finanças, RH;conhecimento-geral,vida-pratica
O que é **Por produto**?;linha branca, eletrônicos, vestuário;conhecimento-geral,vida-pratica
O que é **Por geografia**?;Brasil, América Latina, Europa, Ásia;conhecimento-geral,vida-pratica
O que é **Por cliente**?;pessoa física, pessoa jurídica, governo;conhecimento-geral,vida-pratica
O que é **Por processo**?;corte, pintura, montagem, expedição;conhecimento-geral,vida-pratica
O que é **Por projeto**?;obra A, obra B, obra C;conhecimento-geral,vida-pratica
O que é **Interno**?;promoção, transferência, indicação;conhecimento-geral,vida-pratica
O que é **Externo**?;anúncios, headhunting, universidades, LinkedIn, agências;conhecimento-geral,vida-pratica
O que é **Clã**?;família, colaboração, mentor, lealdade;conhecimento-geral,vida-pratica
O que é **Adhocracia**?;inovação, risco, criatividade, empreendedorismo;conhecimento-geral,vida-pratica
O que é **Mercado**?;competição, resultados, metas, produtividade;conhecimento-geral,vida-pratica
O que é **Hierarquia**?;controle, estrutura, regras, estabilidade;conhecimento-geral,vida-pratica
O que é **Pesquisa de clima**?;instrumento quantitativo para medir satisfação e engajamento;conhecimento-geral,vida-pratica
O que é **Employee Net Promoter Score (eNPS)**?;"""""Recomendaria sua empresa como lugar para trabalhar?""""";conhecimento-geral,vida-pratica
O que é **Absenteísmo**?;frequência de faltas ao trabalho;conhecimento-geral,vida-pratica
O que é **People analytics**?;uso de dados para decisões de RH (churn prediction, desempenho, cultura);conhecimento-geral,vida-pratica
O que é **Dívida Líquida / EBITDA**?;alavancagem financeira;conhecimento-geral,vida-pratica
O que é **Índice de Endividamento**?;Passivo Total / Ativo Total;conhecimento-geral,vida-pratica
O que é **Giro do Ativo**?;Receita / Ativo Total;conhecimento-geral,vida-pratica
O que é **Just-in-Time (JIT)**?;produzir apenas o necessário, no momento certo, na quantidade certa;conhecimento-geral,vida-pratica
O que é **Kanban**?;sistema visual de sinalização para controle de estoque e produção;conhecimento-geral,vida-pratica
O que é **Kaizen**?;melhoria contínua, pequenos incrementos, envolvimento de todos;conhecimento-geral,vida-pratica
O que é **Muda**?;desperdício — 7 tipos clássicos + 1:;conhecimento-geral,vida-pratica
O que é **Heijunka**?;nivelamento da produção;conhecimento-geral,vida-pratica
O que é **Poka-Yoke**?;dispositivos à prova de erro;conhecimento-geral,vida-pratica
O que é **Andon**?;sistema de parada de linha para sinalização de problemas;conhecimento-geral,vida-pratica
O que é **Logística**?;transporte, armazenagem, distribuição;conhecimento-geral,vida-pratica
O que é **Compras / Sourcing**?;seleção de fornecedores, negociação, contratos;conhecimento-geral,vida-pratica
O que é **Planejamento**?;previsão de demanda, plano de produção, plano mestre;conhecimento-geral,vida-pratica
O que é **Gestão de Estoques**?;giro de estoque, nível de serviço, ponto de pedido;conhecimento-geral,vida-pratica
O que é **Lead time**?;tempo entre pedido e recebimento;conhecimento-geral,vida-pratica
O que é **VMI (Vendor Managed Inventory)**?;estoque gerenciado pelo fornecedor;conhecimento-geral,vida-pratica
O que é **Cross-docking**?;transferência direta sem armazenagem;conhecimento-geral,vida-pratica
O que é **RFID**?;identificação por radiofrequência;conhecimento-geral,vida-pratica
O que é **OEE (Overall Equipment Effectiveness)**?;disponibilidade × desempenho × qualidade;conhecimento-geral,vida-pratica
O que é **Takt Time**?;ritmo da demanda = tempo disponível / demanda;conhecimento-geral,vida-pratica
O que é **Cycle Time**?;tempo real de produção de uma unidade;conhecimento-geral,vida-pratica
O que é **Lead Time**?;tempo total desde o pedido até a entrega;conhecimento-geral,vida-pratica
O que é **First Pass Yield (FPY)**?;percentual de produtos aprovados na primeira inspeção;conhecimento-geral,vida-pratica
O que é **NPS (Net Promoter Score)**?;lealdade do cliente;conhecimento-geral,vida-pratica
O que é **Operacional**?;automação de vendas, marketing e suporte;conhecimento-geral,vida-pratica
O que é **Analítico**?;análise de dados, segmentação, predição de comportamento;conhecimento-geral,vida-pratica
O que é **Colaborativo**?;canais integrados (e-mail, chat, telefone, redes sociais);conhecimento-geral,vida-pratica
O que é **CAC (Custo de Aquisição de Cliente)**?;gastos de marketing e vendas / novos clientes;conhecimento-geral,vida-pratica
O que é **LTV (Lifetime Value)**?;receita gerada por cliente ao longo do relacionamento;conhecimento-geral,vida-pratica
O que é **LTV / CAC**?;relação desejável > 3x;conhecimento-geral,vida-pratica
O que é **Churn Rate**?;percentual de clientes perdidos no período;conhecimento-geral,vida-pratica
O que é **MRR / ARR**?;receita mensal/anual recorrente;conhecimento-geral,vida-pratica
O que é **Métricas de vaidade**?;número de downloads, page views (parecem boas mas não indicam tração real);conhecimento-geral,vida-pratica
O que é **Métricas acionáveis**?;receita, retenção, ativação, CAC, LTV;conhecimento-geral,vida-pratica
O que é **Anjo**?;pessoa física, capital próprio, experiência, mentoria;conhecimento-geral,vida-pratica
O que é **Venture Capital**?;fundo profissional gerido por sócios, investe capital de terceiros;conhecimento-geral,vida-pratica
O que é **Private Equity**?;participação majoritária em empresas maduras;conhecimento-geral,vida-pratica
O que é **Corporate Venture**?;braço de investimento de grandes corporações;conhecimento-geral,vida-pratica
O que é **Curva S**?;modelo que descreve o ciclo de adoção de inovações tecnológicas;conhecimento-geral,vida-pratica
O que é **Diffusion of Innovations (Rogers, 1962)**?;inovadores (2,5%), early adopters (13,5%), early majority (34%), late majority (34%), laggards (16%);conhecimento-geral,vida-pratica
O que é **Open Innovation (Chesbrough)**?;inovação aberta, colaborativa, uso de conhecimento externo;conhecimento-geral,vida-pratica
O que é **Design Thinking**?;abordagem centrada no ser humano para resolução criativa de problemas;conhecimento-geral,vida-pratica
O que é **Jobs to be Done (Clayton Christensen)**?;"os clientes """"contratam"""" produtos para fazer um trabalho específico";conhecimento-geral,vida-pratica
O que é **Ágil**?;Scrum (sprints, daily, review, retrospective), Kanban, Lean;conhecimento-geral,vida-pratica
O que é **Kotter (8 passos)**?;senso de urgência → coalizão → visão → comunicar → remover obstáculos → vitórias curtas → consolidar → institucionalizar;conhecimento-geral,vida-pratica
O que é **Gerenciamento de resistência**?;comunicação, participação, facilitação, negociação, coerção;conhecimento-geral,vida-pratica
O que é **Copenhagen**?;a função de onda é apenas conhecimento, colapso ocorre na medição;conhecimento-geral,vida-pratica
O que é **Muitos-Mundos**?;a função de onda nunca colapsa — todos os resultados ocorrem em universos paralelos;conhecimento-geral,vida-pratica
O que é **Bohm (ondas-piloto)**?;partículas têm posições definidas guiadas por uma onda quântica — determinismo não-local;conhecimento-geral,vida-pratica
O que é **QBism**?;probabilidades quânticas são graus de crença subjetivos do agente;conhecimento-geral,vida-pratica
O que é **Gratidão e conexão**?;a Conhecimento-Geral/Vida-Pratica/Proposito-e-Sentido-da-Vida sugere que o sentido emerge de relações significativas, contribuição para algo maior que si mesmo e crescimento pessoal;conhecimento-geral,vida-pratica
O que é **Virtudes de caráter**?;Conhecimento-Geral/Etica/Etica-das-Virtudes e Conhecimento-Geral/Vida-Pratica/Resiliencia-Psicologica convergem na ideia de que o florescimento humano (*eudaimonia*) vem do cultivo de virtudes;conhecimento-geral,vida-pratica
O que é **Empatia expandida**?;através da literatura e do cinema, acessamos a subjetividade alheia;conhecimento-geral,vida-pratica
O que é **Verdade emocional**?;a arte comunica verdades que a linguagem proposicional não captura;conhecimento-geral,vida-pratica
O que é **Estranhamento**?;a arte nos faz ver o familiar como novo, quebrando a automatização da percepção;conhecimento-geral,vida-pratica
O que é **Catarse**?;a experiência estética purifica e organiza emoções (Aristóteles, *Poética*);conhecimento-geral,vida-pratica
O que é **Sistema de sentido**?;respostas para perguntas fundamentais sobre origem, propósito e moralidade;conhecimento-geral,vida-pratica
O que é **Tecnologia social**?;mecanismo de coesão grupal, cooperação em larga escala e transmissão de normas;conhecimento-geral,vida-pratica
O que é **Prática de transcendência**?;rituais que produzem experiências de comunhão, êxtase e significado;conhecimento-geral,vida-pratica
O que é **Viver de acordo com a natureza**?;compreender as leis do cosmos e alinhar-se a elas;conhecimento-geral,vida-pratica
O que é **Dicotomia do controle**?;distinguir entre o que depende de nós e o que não depende — e não se angustiar com o segundo;conhecimento-geral,vida-pratica
O que é **Virtude como único bem**?;"caráter moral como único bem intrínseco — riqueza, saúde, reputação são """"preferíveis"""" mas não bens em si";conhecimento-geral,vida-pratica
O que é **Cosmopolita**?;todos os seres racionais são cidadãos de uma mesma comunidade cósmica;conhecimento-geral,vida-pratica
O que é **Autonomia individual**?;cada pessoa é o melhor juiz de seus próprios interesses;conhecimento-geral,vida-pratica
O que é **Razão pública**?;as decisões coletivas devem ser justificáveis com argumentos que todos podem aceitar;conhecimento-geral,vida-pratica
O que é **Pluralismo**?;diferentes concepções do bem podem coexistir pacificamente;conhecimento-geral,vida-pratica
O que é **Liberdade**?;autonomia pessoal dentro de limites que respeitam a autonomia alheia;conhecimento-geral,vida-pratica
O que é **Igualdade**?;todos os seres humanos têm dignidade igual — independentemente de raça, gênero, religião, orientação sexual;conhecimento-geral,vida-pratica
O que é **Solidariedade**?;reconhecemos nossa interdependência e cuidamos uns dos outros;conhecimento-geral,vida-pratica
O que é **Conhecimento**?;valorizamos a verdade, a ciência, a educação e o pensamento crítico;conhecimento-geral,vida-pratica
O que é **Beleza**?;cultivamos a arte, a natureza, o design — a qualidade estética da vida;conhecimento-geral,vida-pratica
O que é **Sustentabilidade**?;vivemos de forma que as gerações futuras também possam viver bem;conhecimento-geral,vida-pratica
O que é **Diário de emoções positivas**?;Registre diariamente 3 momentos de emoção positiva, descrevendo o que aconteceu, como você se sentiu e o que contribuiu para a experiência.;conhecimento-geral,vida-pratica
O que é **Pasta de lembranças positivas**?;Crie uma pasta física ou digital com fotos, bilhetes, lembranças que evocam momentos felizes. Recorra a ela em momentos difíceis.;conhecimento-geral,vida-pratica
O que é **Planeje prazer**?;Agende intencionalmente atividades prazerosas em sua semana — um café com amigo, uma caminhada no parque, ouvir música.;conhecimento-geral,vida-pratica
O que é **Saboreie o positivo**?;Quando algo bom acontecer, dedique pelo menos 20 segundos para realmente sentir a experiência. Respire, absorva, prolongue.;conhecimento-geral,vida-pratica
O que é **Auditoria de flow**?;Durante uma semana, registre suas atividades diárias e avalie (0-10) seu nível de engajamento em cada uma. Identifique padrões: o que gera flow para você?;conhecimento-geral,vida-pratica
O que é **Ajuste desafio/habilidade**?;"Para cada atividade importante, pergunte-se: o desafio é adequado à minha habilidade? Se muito desafiador, desenvolva novas habilidades; se pouco desafiador, aumente a complexidade.";conhecimento-geral,vida-pratica
O que é **Identifique forças de flow**?;Em quais atividades você perde a noção do tempo? Essas são pistas para seu flow pessoal.;conhecimento-geral,vida-pratica
O que é **Crie rituais de imersão**?;Estabeleça condições ambientais que favoreçam o flow — horário específico, local organizado, notificações desligadas.;conhecimento-geral,vida-pratica
O que é **Investimento ativo**?;Relacionamentos requerem investimento. Entre em contato com alguém importante todos os dias — mesmo que seja uma mensagem curta.;conhecimento-geral,vida-pratica
O que é **Resposta ativa-construtiva**?;Quando alguém compartilha uma boa notícia, responda com entusiasmo genuíno, fazendo perguntas e celebrando. Este é o padrão de resposta que mais fortalece relacionamentos.;conhecimento-geral,vida-pratica
O que é **Rituais de conexão**?;Crie rituais regulares — jantar semanal com a família, café com um amigo, ligação para um parente.;conhecimento-geral,vida-pratica
O que é **Expressão de apreço**?;Diga às pessoas o que você valoriza nelas. Não presuma que elas sabem.;conhecimento-geral,vida-pratica
O que é **Redação de propósito**?;Escreva em uma página o que dá significado à sua vida. Revise periodicamente.;conhecimento-geral,vida-pratica
O que é **Conexão com valores**?;Identifique seus 3 a 5 valores centrais e avalie se sua vida atual os reflete.;conhecimento-geral,vida-pratica
O que é **Serviço**?;Engaje-se em atividades de voluntariado ou mentoria. Ajudar os outros é uma das fontes mais poderosas de significado.;conhecimento-geral,vida-pratica
O que é **Narrativa de vida**?;Escreva sua história de vida como uma narrativa de herói — quais desafios você enfrentou, o que aprendeu, como cresceu.;conhecimento-geral,vida-pratica
O que é **Metas SMART**?;Estabeleça metas específicas, mensuráveis, alcançáveis, relevantes e com prazo definido. Acompanhe o progresso.;conhecimento-geral,vida-pratica
O que é **Diário de progresso**?;Registre semanalmente 3 progressos em direção às suas metas (não importa quão pequenos).;conhecimento-geral,vida-pratica
O que é **Comemoração**?;Celebre conquistas de forma significativa — não apenas as grandes, mas também os marcos intermediários.;conhecimento-geral,vida-pratica
O que é **Gerenciamento de energia vs tempo**?;Foque em sustentar energia (sono, nutrição, movimento) e não apenas em gerenciar tempo.;conhecimento-geral,vida-pratica
O que é **Escolha atividades que você intrinsicamente valoriza**?;Flow não acontece em tarefas que fazemos por obrigação externa.;conhecimento-geral,vida-pratica
O que é **Reduza distrações**?;Flow exige atenção sustentada. Desligue notificações, encontre um ambiente tranquilo.;conhecimento-geral,vida-pratica
O que é **Ajuste o desafio**?;"Se está entediado, aumente a complexidade; se está ansioso, desenvolva mais habilidades.";conhecimento-geral,vida-pratica
O que é **Busque feedback**?;Crie sistemas de autoavaliação — métricas, listas de verificação, auto-observação.;conhecimento-geral,vida-pratica
O que é **Pratique presença**?;O flow exige que você esteja totalmente no momento. Meditação de atenção plena fortalece essa capacidade.;conhecimento-geral,vida-pratica
O que é **Função humana**?;Aristóteles argumenta que cada coisa tem uma função (*ergon*) própria. A função do ser humano é a atividade racional. Portanto, viver bem é viver de acordo com a razão — exercendo as virtudes intelectuais e morais.;conhecimento-geral,vida-pratica
O que é **Virtude como meio-termo**?;Cada virtude é o ponto médio entre dois extremos viciosos. A coragem, por exemplo, é o meio-termo entre a covardia (excesso de medo) e a temeridade (falta de medo).;conhecimento-geral,vida-pratica
O que é **Virtudes práticas e dianoéticas**?;As virtudes morais (coragem, temperança, justiça) são hábitos cultivados pela prática. As virtudes intelectuais (sabedoria, inteligência, prudência) são desenvolvidas pelo ensino e pela reflexão.;conhecimento-geral,vida-pratica
O que é **Vida contemplativa**?;O mais alto grau de eudaimonia é a vida contemplativa (*bios theoretikos*) — o exercício puro da razão em direção à verdade. No entanto, Aristóteles reconhece que isso é acessível apenas parcialmente a humanos, sendo mais próprio dos deuses.;conhecimento-geral,vida-pratica
O que é **Prazer catastemático**?;O maior prazer é o estado de *ataraxia* — tranquilidade da alma, ausência de perturbação. Mais do que acumular prazeres intensos, a chave é remover as fontes de sofrimento e ansiedade.;conhecimento-geral,vida-pratica
O que é **Tetrapharmakos**?;"Os quatro remédios epicuristas: (1) Não tema os deuses (eles não se importam com humanos); (2) Não tema a morte (quando existimos, ela não existe; quando ela existe, não existimos); (3) O prazer é alcançável; (4) A dor é gerenciável.";conhecimento-geral,vida-pratica
O que é **Jardinagem epicurista**?;"Epicuro fundou uma comunidade filosófica, o Jardim, onde a amizade era o maior dos prazeres. """"Antes da amizade, a sabedoria não escolheu nada"""", dizia ele.";conhecimento-geral,vida-pratica
O que é **Virtude como bem único**?;"Para os estoicos, virtude (sabedoria, justiça, coragem, temperança) é o único bem. Riqueza, saúde, prazer são """"preferíveis"""" mas não bens; pobreza, doença, dor são """"não preferíveis"""" mas não males.";conhecimento-geral,vida-pratica
O que é **Ataraxia e apatheia**?;Não se trata de eliminar emoções, mas de eliminar paixões perturbadoras (*apatheia* = sem pathos negativo). O sábio estoico experimenta emoções mas não é dominado por elas.;conhecimento-geral,vida-pratica
O que é **Amor fati**?;Amar o destino — não apenas aceitar, mas abraçar tudo o que acontece como necessário para o bem do todo.;conhecimento-geral,vida-pratica
O que é **Memento mori**?;A consciência da morte não é mórbida, mas um lembrete para viver cada momento com presença e valor.;conhecimento-geral,vida-pratica
O que é **Premeditatio malorum**?;Antecipe mentalmente possíveis dificuldades — não para se preocupar, mas para se preparar e valorizar o presente.;conhecimento-geral,vida-pratica
O que é **Foque no que controla**?;"Quando algo angustiante acontecer, pergunte: """"Isso está sob meu controle? Se não, deixe estar. Se sim, aja.""""";conhecimento-geral,vida-pratica
O que é **Veja os obstáculos como oportunidades**?;"""""O fogo prova o ouro; a adversidade prova o homem forte."""" (Sêneca)";conhecimento-geral,vida-pratica
O que é **Journaling estoico**?;Ao final do dia, revise: O que fiz bem? O que poderia fazer melhor? O que aprendi?;conhecimento-geral,vida-pratica
O que é **Cálculo hedônico**?;Bentham propôs que podemos calcular moralidade medindo prazer e dor em sete dimensões: intensidade, duração, certeza, proximidade, fecundidade, pureza e extensão.;conhecimento-geral,vida-pratica
O que é **Quantidade sobre qualidade**?;"Para Bentham, todos os prazeres são equivalentes — """"pushpin é tão bom quanto poesia"""".";conhecimento-geral,vida-pratica
O que é **Qualidade sobre quantidade**?;"Mill respondeu a Bentham distinguindo prazeres superiores (intelectuais, morais, estéticos) de prazeres inferiores (meramente físicos). """"É melhor ser um Sócrates insatisfeito do que um tolo satisfeito.""""";conhecimento-geral,vida-pratica
O que é **Liberdade individual**?;Mill argumentou que a felicidade coletiva depende da liberdade individual — só podemos florescer quando temos liberdade para experimentar, errar e crescer.;conhecimento-geral,vida-pratica
O que é **Felicidade como bem-estar**?;Mill antecipou a psicologia positiva moderna ao entender felicidade não como mero prazer, mas como desenvolvimento pleno das capacidades humanas.;conhecimento-geral,vida-pratica
O que é **Liberdade radical**?;"""""Estamos condenados à liberdade."""" Não há essência humana pré-definida — existimos primeiro, e então nos definimos por nossas escolhas.";conhecimento-geral,vida-pratica
O que é **Angústia**?;A liberdade total gera angústia, pois somos inteiramente responsáveis por nós mesmos e, através de nossas escolhas, pela humanidade inteira.;conhecimento-geral,vida-pratica
O que é **Má-fé**?;"A infelicidade surge quando negamos nossa liberdade e responsabilidade, fingindo que """"não tivemos escolha"""".";conhecimento-geral,vida-pratica
O que é **Felicidade na autenticidade**?;Viver autenticamente — reconhecendo nossa liberdade, assumindo responsabilidade por nossas escolhas — é a única via para uma vida significativa.;conhecimento-geral,vida-pratica
O que é **O Absurdo**?;O universo não tem significado inerente. O absurdo é o conflito entre nosso desejo humano de significado e o silêncio indiferente do cosmos.;conhecimento-geral,vida-pratica
O que é **Resposta ao absurdo**?;Nem suicídio (escapismo) nem salto da fé (esperança irracional), mas revolta — continuar vivendo com paixão apesar do absurdo.;conhecimento-geral,vida-pratica
O que é **Sísifo feliz**?;Camus conclui *O Mito de Sísifo* com a imagem de Sísifo feliz enquanto empurra seu rochedo. A felicidade está em abraçar a luta, encontrar significado no próprio ato de viver.;conhecimento-geral,vida-pratica
O que é **A liberdade absurda**?;Livre de esperança por um significado transcendente, podemos nos dedicar plenamente às experiências terrenas — ao sol, ao mar, aos amores, à amizade, à revolta criativa.;conhecimento-geral,vida-pratica
O que é **Anicca (impermanência)**?;Tudo muda. O apego a estados prazerosos gera sofrimento inevitável.;conhecimento-geral,vida-pratica
O que é **Anatta (não-eu)**?;Não há um eu fixo e permanente. A ilusão de um eu separado é fonte de sofrimento.;conhecimento-geral,vida-pratica
O que é **Metta (compaixão amorosa)**?;A felicidade genuína surge não da satisfação dos desejos pessoais, mas do cultivo da compaixão por todos os seres.;conhecimento-geral,vida-pratica
O que é **Mindfulness (sati)**?;A atenção plena ao momento presente, sem julgamento, é a prática central para libertar-se do sofrimento.;conhecimento-geral,vida-pratica
O que é **Compartilhar com outros**?;Conte a alguém sobre sua experiência positiva;conhecimento-geral,vida-pratica
O que é **Absorção total**?;Mergulhe completamente na experiência sem distrações;conhecimento-geral,vida-pratica
O que é **Foco sensorial**?;Concentre-se em detalhes sensoriais — sabores, cheiros, texturas;conhecimento-geral,vida-pratica
O que é **Auto-parabenização**?;Reconheça seu papel na criação da experiência positiva;conhecimento-geral,vida-pratica
O que é **Registro**?;Tire fotos, escreva sobre o momento, guarde lembranças;conhecimento-geral,vida-pratica
O que é **Aumento da conexão social**?;Bondade fortalece laços;conhecimento-geral,vida-pratica
O que é **Redução do foco em si mesmo**?;Quebra o ciclo de ruminação (preocupação excessiva consigo mesmo);conhecimento-geral,vida-pratica
O que é **Aumento da autoeficácia**?;"""""Eu posso fazer a diferença""""";conhecimento-geral,vida-pratica
"O que é **Efeito """"helper's high""""**?";Atos de bondade liberam endorfinas e oxitocina;conhecimento-geral,vida-pratica
O que é **Quantidade E qualidade**?;Ambos importam — ter uma rede social ampla E relacionamentos profundos;conhecimento-geral,vida-pratica
O que é **Revelação mútua**?;Compartilhar vulnerabilidades fortalece vínculos;conhecimento-geral,vida-pratica
O que é **Celebração compartilhada**?;Como você responde às boas notícias dos outros importa mais do que como responde às más;conhecimento-geral,vida-pratica
O que é **Mercantilização da felicidade**?;A felicidade tornou-se um produto vendido por coaches, livros de autoajuda e aplicativos — uma obrigação individual que isenta sistemas sociais de responsabilidade.;conhecimento-geral,vida-pratica
O que é **Culpa estrutural**?;"Ao colocar a felicidade como responsabilidade individual, a cultura da positividade culpabiliza pessoas pobres, doentes ou oprimidas por sua """"falta de felicidade"""".";conhecimento-geral,vida-pratica
O que é **Negação da realidade social**?;"""""Basta pensar positivo"""" — a ênfase excessiva na atitude mental ignora desigualdades estruturais, injustiças e violências reais.";conhecimento-geral,vida-pratica
O que é **Patologização da tristeza**?;Emoções negativas são vistas como disfunções a serem eliminadas, não como respostas normais e adaptativas a circunstâncias adversas.;conhecimento-geral,vida-pratica
O que é **Pessoas deprimidas são duplamente penalizadas**?;"primeiro pelo sofrimento em si; segundo pela culpa de """"não conseguir ser feliz""""";conhecimento-geral,vida-pratica
O que é **A felicidade como dever moral**?;"""""Você tem tantas bênçãos, por que está triste?""""";conhecimento-geral,vida-pratica
O que é **Uniformidade emocional**?;"Emprego de diversidade e """"inteligência emocional"""" para exigir que funcionários/sempre mostrem entusiasmo";conhecimento-geral,vida-pratica
O que é **A tristeza como sabedoria**?;A tristeza nos conecta com profundidade, nos torna mais empáticos e reflexivos. Uma vida sem tristeza seria superficial.;conhecimento-geral,vida-pratica
O que é **Funções evolutivas da tristeza**?;Sinaliza perda, pede apoio social, promove reflexão, inibe comportamentos arriscados.;conhecimento-geral,vida-pratica
O que é **Tristeza saudável vs depressão clínica**?;Há diferença fundamental entre tristeza situacional e transtorno depressivo. Patologizar a tristeza normal é tão prejudicial quanto romantizar a depressão.;conhecimento-geral,vida-pratica
O que é **A felicidade como um espectro**?;Vidas plenas incluem toda a gama de emoções humanas. A verdadeira felicidade não é ausência de sofrimento, mas capacidade de sentir plenamente — alegria e tristeza, amor e perda, entusiasmo e luto.;conhecimento-geral,vida-pratica
O que é **Metta para situações específicas**?;"Adapte as frases para contextos: """"Que eu encontre força nesta dificuldade""""";conhecimento-geral,vida-pratica
O que é **Compassão autodirigida**?;"Quando estiver sofrendo, pratique apenas a fase 1 com frases como """"Que eu tenha paz neste momento difícil""""";conhecimento-geral,vida-pratica
O que é **Segurança existencial**?;uma espécie em múltiplos planetas é resiliente a catástrofes terrestres (asteroide, guerra nuclear, colapso ecológico);conhecimento-geral,vida-pratica
O que é **Expansão do potencial humano**?;novos mundos para explorar, habitar e transformar;conhecimento-geral,vida-pratica
O que é **Longterimismo**?;posição ética que afirma que **influenciar positivamente o futuro de longo prazo da humanidade é uma prioridade moral fundamental**;conhecimento-geral,vida-pratica
O que é **Conectar pontos**?;insights de diferentes áreas (Conhecimento-Geral/Fisica/Interpretacoes-Quanticas, Conhecimento-Geral/Neurociencia/Consciencia-e-Cerebro, Conhecimento-Geral/Etica/Etica-de-IA-e-Alinhamento) geram compreensão sistêmica — a capacidade de ver padrões que outros não veem.;conhecimento-geral,vida-pratica
O que é **Evite viés de confirmação**?;ter conhecimento diversificado expõe-nos a perspectivas múltiplas, reduzindo o viés de procurar apenas evidências que confirmam crenças existentes.;conhecimento-geral,vida-pratica
O que é **Pensamento de segunda ordem**?;conhecendo como diferentes sistemas interagem, podemos antecipar consequências não intencionais.;conhecimento-geral,vida-pratica
O que é **Frágeis**?;quebram sob estresse e volatilidade;conhecimento-geral,vida-pratica
O que é **Robustos**?;resistem ao estresse sem mudar;conhecimento-geral,vida-pratica
O que é **Antifrágeis**?;se beneficiam do estresse, volatilidade e desordem;conhecimento-geral,vida-pratica
O que é **Dissonância Cognitiva**?;"quando agimos contra nossos objetivos, sentimos desconforto; muitos """"se anestesiam"""" com mais distração.";conhecimento-geral,vida-pratica
O que é **Córtex Pré-Frontal**?;"centro executivo (planejar, decidir, inibir impulsos). Energia limitada; esgota com uso contínuo.";conhecimento-geral,vida-pratica
O que é **Sistema Límbico**?;reações emocionais automáticas. Responde a ameaças — e tarefas difíceis são interpretadas como ameaças.;conhecimento-geral,vida-pratica
O que é **Neuroplasticidade**?;deep work fortalece conexões neurais do foco. O cérebro pode ser treinado para ser mais produtivo.;conhecimento-geral,vida-pratica
O que é **Lei de Newton comportamental**?;um hábito em movimento tende a permanecer em movimento (inércia positiva). Começar é a parte mais difícil.;conhecimento-geral,vida-pratica
O que é **Construção de identidade**?;"""""sou uma pessoa organizada"""" funciona melhor que """"preciso me organizar"""".";conhecimento-geral,vida-pratica
O que é **Regra 80/20 nas habilidades**?;20% das habilidades geram 80% do valor profissional. Identifique e aprofunde essas.;conhecimento-geral,vida-pratica
